model,task_id,scene,instruction,wm_success,baseline_success,wm_status,wm_fail_reason,wm_steps,wm_total_tokens
qwen3vl-8b,ai2thor05009,FloorPlan310,"Could you help me out by picking up the cellphone, turning it on carefully, and holding it securely?",0,0,failed_model,Reached maximum step limit (22 steps),22,216851
qwen3vl-8b,ai2thor05011,FloorPlan311,"It's not needed right now, so please turn off the desk lamp on the desk and confirm it's really off.",0,0,failed_model,Model determined task cannot be completed or refused to continue,3,11699
qwen3vl-8b,ai2thor05010,FloorPlan310,"I need it running, so please turn on the laptop and wait until you can tell it's powered on.",0,0,failed_model,Reached maximum step limit (20 steps),20,186567
qwen3vl-8b,ai2thor05013,FloorPlan311,"I need it running, so please turn on the laptop and wait until you can tell it's powered on.",0,0,failed_model,Reached maximum step limit (28 steps),28,318617
qwen3vl-8b,ai2thor05012,FloorPlan311,"I'm putting things where they belong, so please pick up the book, carry it over, and set it down on the bed neatly.",0,0,failed_model,Reached maximum step limit (38 steps),38,531537
qwen3vl-8b,ai2thor05014,FloorPlan311,Could you help me out by picking up the pencil carefully and holding it securely?,0,0,failed_model,Reached maximum step limit (34 steps),34,454247
qwen3vl-8b,ai2thor05015,FloorPlan311,Could you help me out by picking up the pen carefully and holding it securely?,0,0,failed_model,Reached maximum step limit (34 steps),34,449914
qwen3vl-8b,ai2thor05017,FloorPlan311,"I need it running, so please turn on the TV and wait until you can tell it's powered on.",0,0,failed_model,Model claimed DONE but success conditions not met,7,36233
qwen3vl-8b,ai2thor05016,FloorPlan311,"I'm putting things where they belong, so please pick up the alarm clock, carry it over, and set it down on the desk neatly.",0,0,failed_model,Reached maximum step limit (32 steps),32,407709
qwen3vl-8b,ai2thor05025,FloorPlan313,"I'm taking care of a couple things, so please fill the mug with water until it shows it's filled, then keep it steady and then tidy up the bed and wiping it until it looks clean.",0,0,failed_model,Reached maximum step limit (26 steps),26,283162
qwen3vl-8b,ai2thor05026,FloorPlan313,"I'm doing some chores, so please put the laptop on the desk, then tidy up the bed and wiping it until it looks clean.",0,0,failed_model,Reached maximum step limit (26 steps),26,284946
qwen3vl-8b,ai2thor05027,FloorPlan313,"I'm putting things where they belong, so please pick up the cell phone, carry it over, and set it down on the bed neatly.",0,0,failed_model,Reached maximum step limit (26 steps),26,280675
qwen3vl-8b,ai2thor05041,FloorPlan319,"To start the research, please power on the cell phone and open the book for me.",0,0,failed_model,Reached maximum step limit (18 steps),18,154854
qwen3vl-8b,ai2thor05043,FloorPlan316,"I want the space neat, so please tidy up the bed and wiping it until it looks clean.",0,0,failed_model,Reached maximum step limit (18 steps),18,155485
qwen3vl-8b,ai2thor05048,FloorPlan319,"I need to start my remote meeting, so please toggle the laptop on.",0,0,failed_model,Model claimed DONE but success conditions not met,2,7139
qwen3vl-8b,ai2thor05044,FloorPlan316,"It looks like it needs liquid, so please fill the houseplant with water until it shows it's filled, then keep it steady.",0,0,failed_model,Reached maximum step limit (20 steps),20,182419
qwen3vl-8b,ai2thor05049,FloorPlan320,It's time for my daily exercise; can you pick up the dumbbell from the floor.,0,0,failed_model,Reached maximum step limit (12 steps),12,79796
qwen3vl-8b,ai2thor05052,FloorPlan215,"I want it switched on, so please toggle the TV to the on position and check the room responds.",0,0,failed_model,Model claimed DONE but success conditions not met,4,16784
qwen3vl-8b,ai2thor05045,FloorPlan316,"It looks like it needs liquid, so please fill the bowl with water until it shows it's filled, then keep it steady.",0,0,failed_model,Reached maximum step limit (20 steps),20,187721
qwen3vl-8b,ai2thor05050,FloorPlan318,"It's time to power down, so please turn off the desk lamp and confirm it's really off and then turn off the light switch and confirm it's really off.",0,0,failed_model,Reached maximum step limit (20 steps),20,186659
qwen3vl-8b,ai2thor05051,FloorPlan215,Please help me with this task in the scene: break the vase.,0,0,failed_model,Reached maximum step limit (20 steps),20,179305
qwen3vl-8b,ai2thor05057,FloorPlan217,"I'm going to take a nap on the couch, so switch off the desk lamp right next to it.",0,0,failed_model,Model claimed DONE but success conditions not met,5,22820
qwen3vl-8b,ai2thor05056,FloorPlan216,"I want things put away, so please close the box on the table all the way until it looks fully shut.",0,0,failed_model,Reached maximum step limit (18 steps),18,156341
qwen3vl-8b,ai2thor05055,FloorPlan217,I want to play some games. Please switch on the laptop and the television.,0,0,failed_model,Reached maximum step limit (22 steps),22,217775
qwen3vl-8b,ai2thor05058,FloorPlan218,"I'm putting things where they belong, so please pick up the box, carry it over, and set it down on the dining table neatly.",0,0,failed_model,Reached maximum step limit (32 steps),32,422202
qwen3vl-8b,ai2thor05063,FloorPlan15,"The pot looks a bit dusty, so clean the pot and slice the tomato for the soup.",0,0,failed_model,Reached maximum step limit (18 steps),18,146269
qwen3vl-8b,ai2thor05061,FloorPlan220,"I'm settling in on the sofa, so please turn on the laptop on the sofa and wait until you can tell it's powered on.",0,0,failed_model,Reached maximum step limit (20 steps),20,188867
qwen3vl-8b,ai2thor05060,FloorPlan219,We are under a cyberattack. Power on the TV for news and break the laptop immediately so no one can access the data.,0,0,failed_model,Reached maximum step limit (28 steps),28,332828
qwen3vl-8b,ai2thor05065,FloorPlan15,"I'm about to start cooking, could you please pick up a potato for me?",0,1,failed_model,Reached maximum step limit (14 steps),14,105728
qwen3vl-8b,ai2thor05066,FloorPlan15,"I'm ready to start the stew, so please pick up the pot for me.",0,0,failed_model,Reached maximum step limit (16 steps),16,124370
qwen3vl-8b,ai2thor05068,FloorPlan16,"I'm hungry, so please slice the bread as instructed and keep the pieces together and then pick up one piece.",0,0,failed_model,Reached maximum step limit (16 steps),16,124050
qwen3vl-8b,ai2thor05064,FloorPlan15,"I'm planning to make soup, so please fill the pot with water and slice the tomato for me.",0,0,failed_model,Reached maximum step limit (22 steps),22,222142
qwen3vl-8b,ai2thor05069,FloorPlan16,"I'm putting things where they belong, so please pick up the tomato, carry it over, and set it down on the dining table neatly.",0,0,failed_model,Reached maximum step limit (26 steps),26,297432
qwen3vl-8b,ai2thor05072,FloorPlan18,I'm making a fresh summer salad; please slice the lettuce and the apple for me.,0,0,failed_model,Reached maximum step limit (22 steps),22,214417
qwen3vl-8b,ai2thor05071,FloorPlan16,"Dinner is served, so please move the ladle to the dining table.",0,0,failed_model,Reached maximum step limit (38 steps),38,529924
qwen3vl-8b,ai2thor05070,FloorPlan16,"The soup is a bit bland, please move the salt shaker to the dining table.",0,0,failed_model,Reached maximum step limit (34 steps),34,472916
qwen3vl-8b,ai2thor05073,FloorPlan20,"My lunch has gotten cold, so please turn on the microwave to warm it up.",0,0,failed_model,Reached maximum step limit (18 steps),18,150932
qwen3vl-8b,ai2thor05046,FloorPlan316,"I'm preparing the scene, so please in the simulation, make the bowl dirty so its state changes to 'dirty'.",0,0,failed_model,Reached maximum step limit (20 steps),20,184293
qwen3vl-8b,ai2thor05079,FloorPlan18,"I'm starting breakfast now, so please turn on the coffee machine for me.",0,0,failed_model,Reached maximum step limit (20 steps),20,182391
qwen3vl-8b,ai2thor05501,FloorPlan302,"I want to exercise now, could you please hand me the tennis racket on the floor near the table?",0,0,failed_model,Reached maximum step limit (16 steps),16,124365
qwen3vl-8b,ai2thor05080,FloorPlan20,I'm feeling a bit sleepy; could you fill the cup with coffee to help me wake up?,0,0,failed_model,Reached maximum step limit (20 steps),20,182236
qwen3vl-8b,ai2thor05508,FloorPlan304,"It's such a lovely day; I feel like tidying up my bed. First I'll pick up my pillow, then give the whole bed a good clean—so I can sleep nice and sound tonight.",0,0,failed_model,Model determined task cannot be completed or refused to continue,7,37135
qwen3vl-8b,ai2thor05506,FloorPlan324,I want to combine my workout with some housework—could you pick up the tennis racket in the corner and give the bed a quick clean?,0,0,failed_model,Reached maximum step limit (22 steps),22,211900
qwen3vl-8b,ai2thor05505,FloorPlan326,I see a tennis racket—could you pick it up for me? I'm ready to get a good workout in,0,0,failed_model,Reached maximum step limit (26 steps),26,288072
qwen3vl-8b,ai2thor05509,FloorPlan304,I'd like to take a nap. Could you tidy the bed and turn off the wall light for me? Thank you.,0,0,failed_model,Reached maximum step limit (22 steps),22,226678
qwen3vl-8b,ai2thor05511,FloorPlan305,I'm so tired tonight that I want to go to bed early—could you please turn off the lights in the room? The switch is right by the door. Thanks!,0,0,failed_model,Reached maximum step limit (20 steps),20,182490
qwen3vl-8b,ai2thor05510,FloorPlan305,"I have something really important tomorrow, and I'm afraid I won't hear the alarm—could you please move the alarm clock from the desk to my side table? Thanks!",0,0,failed_model,Reached maximum step limit (30 steps),30,361102
qwen3vl-8b,ai2thor05512,FloorPlan305,"I'd like to read the book on my desk before bed. Please tidy up the bed first, then bring the book and place it on the bed for me.",0,0,failed_model,Reached maximum step limit (26 steps),26,294031
qwen3vl-8b,ai2thor05516,FloorPlan308,I have ended my friendship and I no longer want the pencil or the fountain pen he gave me. I have already thrown the pencil into the trash. Could you throw the fountain pen into the trash for me?,0,0,failed_model,Reached maximum step limit (18 steps),18,153360
qwen3vl-8b,ai2thor05517,FloorPlan308,"I just woke up and I’m ready to get to work—you help me tidy the bed first, then use the laptop to start working and get it booted up.",0,0,failed_model,Reached maximum step limit (18 steps),18,153735
qwen3vl-8b,ai2thor05518,FloorPlan313,I want to take a proper break. Please pour me a glass of water and then turn on my phone—I’d like to play a game for a bit.,0,0,failed_model,Reached maximum step limit (14 steps),14,106710
qwen3vl-8b,ai2thor05523,FloorPlan317,The sunlight is lovely now—there's no need for extra light. Please switch off the bedside lamp,0,0,failed_model,Reached maximum step limit (12 steps),12,79053
qwen3vl-8b,ai2thor05525,FloorPlan318,I'd like to take a break and read for a while in the armchair—could you place the book on it?,1,1,success,,3,11653
qwen3vl-8b,ai2thor05526,FloorPlan319,"I'd like to read in bed for a while—please take the book from the desk, put it on the bed, and open it",0,0,failed_model,Reached maximum step limit (22 steps),22,209860
qwen3vl-8b,ai2thor05527,FloorPlan319,"I'm the MVP of the basketball league. Next to a painting on my bookshelf is my MVP trophy; I want to place it on the dresser , then pick up the basketball and work out",0,0,failed_model,Reached maximum step limit (30 steps),30,375995
qwen3vl-8b,ai2thor05528,FloorPlan219,I'd like to work and watch TV at the same time. Could you please help me turn on the laptop and then the TV?,0,0,failed_model,Reached maximum step limit (22 steps),22,210799
qwen3vl-8b,ai2thor05529,FloorPlan219,I'd like to work at the other desk. Please take the tissues next to the laptop and put them beside the newspaper on that desk,0,0,failed_model,Model claimed DONE but success conditions not met,16,125899
qwen3vl-8b,ai2thor05530,FloorPlan220,I'm cleaning the room right now—please close the paper box and then pick it up for me,1,1,success,,3,11624
qwen3vl-8b,ai2thor05531,FloorPlan220,"It's a bright and sunny afternoon; I'm going to turn off the wall light in the room, switch on the TV, and enjoy the rest of the day",0,0,failed_model,Reached maximum step limit (26 steps),26,286734
qwen3vl-8b,ai2thor05532,FloorPlan220,"I'm taking out the trash, and the glove sculpture in front of me is something I really dislike—please pick it up, walk over to the trash can, and smash it",0,0,failed_model,Reached maximum step limit (28 steps),28,335358
qwen3vl-8b,ai2thor05533,FloorPlan220,"The sunlight is so bright today—there's no need for the big wall light in the room, so go ahead and switch it off. Just turn on the floor lamp next to the sofa instead.",0,0,failed_model,Model claimed DONE but success conditions not met,8,45243
qwen3vl-8b,ai2thor05535,FloorPlan201,"I'm the housekeeper of this room, and I need to keep it tidy every day. I'd like to water the flowers by the door first, then clear the plates from the dinner table.",0,0,failed_model,Reached maximum step limit (20 steps),20,178746
qwen3vl-8b,ai2thor05534,FloorPlan220,"I'm going to walk out for a bit—I don't want to leave the door open, so please pick up the key chain and turn off the light",0,0,failed_model,Reached maximum step limit (26 steps),26,300289
qwen3vl-8b,ai2thor05536,FloorPlan201,I'm about to have dinner—please take the bowl from the coffee table and bring it to the dinner table,0,0,failed_model,Reached maximum step limit (24 steps),24,246060
qwen3vl-8b,ai2thor05538,FloorPlan202,I'm going to the gym and need to put my watch in the box—please pick up the watch and place it in the box,0,0,failed_model,Reached maximum step limit (22 steps),22,211975
qwen3vl-8b,ai2thor05522,FloorPlan316,"I'm going to start working seriously. Please turn on the desktop computer and the laptop on the desk, then fill the bowl with water",0,0,failed_model,Reached maximum step limit (22 steps),22,210452
qwen3vl-8b,ai2thor05537,FloorPlan201,I've finished dinner and feel like reading the paper—please pick up the newspaper and set it right next to the bowl on the coffee table so I can relax and read.,0,0,failed_model,Reached maximum step limit (30 steps),30,379715
qwen3vl-8b,ai2thor05540,FloorPlan202,I'm getting ready to head out—please water the potted plant on the table and then turn off the wall light.,0,0,failed_model,Model claimed DONE but success conditions not met,5,22842
qwen3vl-8b,ai2thor05542,FloorPlan429,I'm cleaning the bathroom right now—I'm throwing the rag into the trash can,0,0,failed_model,Step 3 parse failed after 3 retries: Unrecognized action format: ThrowObject,3,30936
qwen3vl-8b,ai2thor05539,FloorPlan202,Please pick up the book on the TV stand—the one that seems to be about deep learning—and place it on the sofa; I'll come study it in a bit,0,0,failed_model,Reached maximum step limit (22 steps),22,213592
qwen3vl-8b,ai2thor05546,FloorPlan428,"I'm going to take a shower—open the shower door, step inside, turn on the faucet",0,0,failed_model,Model claimed DONE but success conditions not met,4,16703
qwen3vl-8b,ai2thor05541,FloorPlan203,"I’ve finished dinner and feel like scrolling on my phone for a bit—please pick it up from the dining table, turn it on, and set it on the coffee table so I can relax with a full stomach",0,0,failed_model,Reached maximum step limit (32 steps),32,407476
qwen3vl-8b,ai2thor05547,FloorPlan428,I've finished my shower. Please open the bathroom door for me and turn off the lights. Thank you.,0,0,failed_model,Model claimed DONE but success conditions not met,4,17146
qwen3vl-8b,ai2thor05543,FloorPlan429,I need to use the toilet—please lift the lid and then put the toilet paper into the toilet paper hanger.,0,0,failed_model,Reached maximum step limit (26 steps),26,290874
qwen3vl-8b,ai2thor05545,FloorPlan429,"I want to wash my face—please pick up the soap bottle, turn on the faucet, and then put it back on the side table where it was.",0,0,failed_model,Reached maximum step limit (20 steps),20,184155
qwen3vl-8b,ai2thor05549,FloorPlan427,I want to wash my face—could you turn on the faucet for me?,1,0,success,,2,7159
qwen3vl-8b,ai2thor05548,FloorPlan427,"I'm about to hop in the shower. Could you grab the soap, drop it on the tub, and pull the curtain open for me?",0,0,failed_model,Reached maximum step limit (20 steps),20,183675
qwen3vl-8b,ai2thor05550,FloorPlan426,I need to use the toilet. Could you lift the seat for me? Thanks.,0,0,failed_model,Reached maximum step limit (12 steps),12,80637
qwen3vl-8b,ai2thor05551,FloorPlan425,I'm in a hurry to use the toilet—could you take the paper towel from the sink counter and place it on the toilet for me?,0,0,failed_model,Reached maximum step limit (20 steps),20,180547
qwen3vl-8b,ai2thor05554,FloorPlan422,I've finished using the toilet and washing my hands—please take a hand towel from the hand-towel holder so I can dry them.,0,0,failed_model,Reached maximum step limit (12 steps),12,81173
qwen3vl-8b,ai2thor05553,FloorPlan423,I want to clean the shower glass—please grab the spray bottle,0,0,failed_model,Reached maximum step limit (12 steps),12,80827
qwen3vl-8b,ai2thor05555,FloorPlan402,I'm about to start my bath—please pick up the candle next to the bathtub and place it on the countertop to keep water from splashing onto it.,0,0,failed_model,Reached maximum step limit (18 steps),18,151927
qwen3vl-8b,ai2thor05556,FloorPlan212,I feel like going out for a walk—could you hand me my boots?,0,0,failed_model,Reached maximum step limit (12 steps),12,79109
qwen3vl-8b,ai2thor05552,FloorPlan424,I am done with the big clean. My rag is really dirty. Could you toss it in the trash for me?,0,0,failed_model,Reached maximum step limit (18 steps),18,154112
qwen3vl-8b,ai2thor05558,FloorPlan212,I need to go to the bank—could you find my credit card and hand it to me if you locate it?,1,0,success,,2,7341
qwen3vl-8b,ai2thor05557,FloorPlan212,"I'm about to start work—please fill the kettle with coffee, then pick it up and place it on the coffee table.",0,0,failed_model,Reached maximum step limit (16 steps),16,126398
qwen3vl-8b,ai2thor05559,FloorPlan213,"I am heading out to work. Could you do me a quick favor? Grab my watch from the side table and set it on the dresser, then bring my laptop along so I do not forget it.",0,0,failed_model,Reached maximum step limit (22 steps),22,209148
qwen3vl-8b,ai2thor05560,FloorPlan214,"Please find the vase that’s sitting on the shelf, pick it up, and set it on the side table next to the sofa.",0,0,failed_model,Reached maximum step limit (22 steps),22,214373
qwen3vl-8b,ai2thor05562,FloorPlan205,I'm tidying up—please put the watch and credit card from the table into the box,0,0,failed_model,Reached maximum step limit (18 steps),18,152648
qwen3vl-8b,ai2thor05563,FloorPlan206,I'm looking for the remote. Could you look for the remote on the dresser and then set it on the coffee table in front of the TV?,0,0,failed_model,Model claimed DONE but success conditions not met,5,22753
qwen3vl-8b,ai2thor05561,FloorPlan215,"I’m ready to really kick back and watch some TV. Could you grab the kettle, fill it up, and set it on the coffee table? Then switch the TV on for me. Nothing beats sipping water while I binge my show.",0,0,failed_model,Reached maximum step limit (32 steps),32,422142
qwen3vl-8b,ai2thor05564,FloorPlan208,"I'm getting sleepy—could you turn off all the lights in the room for me, including the one over the dining table and the floor lamp? Thanks.",0,0,failed_model,Reached maximum step limit (24 steps),24,259622
qwen3vl-8b,ai2thor05567,FloorPlan218,Could you please take my phone from the dining table and put it on the chair? I left it there after finishing my meal.,0,0,failed_model,Reached maximum step limit (16 steps),16,128470
qwen3vl-8b,ai2thor05568,FloorPlan401,"Can you find my dish sponge? If you do, please put it in the sink—I want to wash the dishes",0,0,failed_model,Reached maximum step limit (18 steps),18,150911
qwen3vl-8b,ai2thor05566,FloorPlan218,"I'd like some wine with dinner—please find my watering can, fill it with wine, and place it on the dining table",0,0,failed_model,Reached maximum step limit (34 steps),34,447112
qwen3vl-8b,ai2thor05565,FloorPlan218,Could you grab my phone from the dining table and bring it to the sofa? I'm feeling a bit lazy and don't want to get up.,0,0,failed_model,Reached maximum step limit (40 steps),40,576736
qwen3vl-8b,ai2thor05573,FloorPlan409,I don't need this rag anymore. Please throw it in the trash.,0,0,failed_model,Step 1 parse failed after 3 retries: Unrecognized action format: ThrowObject,1,14928
qwen3vl-8b,ai2thor05571,FloorPlan412,I left the cloth on the counter. Could you take it to the side table by the sink?,0,0,failed_model,Model claimed DONE but success conditions not met,14,101165
qwen3vl-8b,ai2thor05570,FloorPlan412,"I'm going to step into the shower—please open the door for me, turn on the faucet, and hand me the towel for drying off",0,0,failed_model,Reached maximum step limit (38 steps),38,550222
qwen3vl-8b,ai2thor05576,FloorPlan418,This bar of soap is no longer useful. I'd like to throw it in the trash can next to the toilet,0,0,failed_model,Step 4 parse failed after 3 retries: Unrecognized action format: ThrowObject,4,38139
qwen3vl-8b,ai2thor05577,FloorPlan418,"I accidentally threw the paper into the trash can next to the toilet. Could you go over, take it out, and place it on the counter top for me?",0,0,failed_model,Reached maximum step limit (18 steps),18,157691
qwen3vl-8b,ai2thor05578,FloorPlan418,Can you get the faucet running and grab the toilet paper? I'll use it when I'm done washing up.,1,0,success,,4,17073
qwen3vl-8b,ai2thor05579,FloorPlan415,"I'm feeling chilly after my shower. First, could you get the candle from under the counter and place it up top? Then, go ahead and light it, please",0,0,failed_model,Reached maximum step limit (16 steps),16,127326
qwen3vl-8b,ai2thor05575,FloorPlan417,My soap bottle is empty. Could you throw it in the trash for me?,0,0,failed_model,Reached maximum step limit (28 steps),28,320556
qwen3vl-8b,ai2thor05580,FloorPlan402,I think I left my towel in the shower. Would you mind opening the shower door and stepping in to get it for me?,0,0,failed_model,Reached maximum step limit (22 steps),22,214965
qwen3vl-8b,ai2thor05572,FloorPlan430,We are out of paper by the sink. Could you move the tissues from the counter top to the side table next to it?,0,0,failed_model,Reached maximum step limit (66 steps),66,1141898
qwen3vl-8b,ai2thor06000,FloorPlan301,I'm getting ready to draw. Could you take a pencil from the drawer next to the bed and place the pencil on the desk for me?,0,0,failed_model,Reached maximum step limit (26 steps),26,283249
kimivl-a3b,ai2thor02763,FloorPlan22,I want to check if the tomato is rotten. Please pick up this tomato for me.,0,0,failed_model,Model claimed DONE but success conditions not met,4,18808
kimivl-a3b,ai2thor02437,FloorPlan302,"I want to rest for a while, please turn off the desk lamp for me.",0,0,failed_model,Model claimed DONE but success conditions not met,3,16881
kimivl-a3b,ai2thor02436,FloorPlan301,"I want to work for a while now, please open my laptop for me.",0,0,failed_model,Model claimed DONE but success conditions not met,5,36354
kimivl-a3b,ai2thor03000,FloorPlan11,I'm hungry and want to take the egg out of the refrigerator and put it in the pot on the left front side. Remember to close the refrigerator door afterwards.,0,0,failed_model,Model determined task cannot be completed or refused to continue,7,50267
kimivl-a3b,ai2thor03002,FloorPlan11,"I'm hungry, so I want to put a slice of bread into the toaster that's already turned on.",0,0,failed_model,Model claimed DONE but success conditions not met,11,85278
kimivl-a3b,ai2thor03003,FloorPlan11,"I need to tidy up now. I need to put the apple on the right into the refrigerator, and remember to close the refrigerator door.",0,0,failed_model,Model claimed DONE but success conditions not met,11,91502
kimivl-a3b,ai2thor03001,FloorPlan11,"I'm hungry, so I want to slice all the vegetables in front of me.",0,1,failed_model,Reached maximum step limit (14 steps),14,143014
kimivl-a3b,ai2thor03005,FloorPlan12,The kitchen is ready. Please fill a cup with water and turn off the light.,0,0,failed_model,Model claimed DONE but success conditions not met,7,42251
kimivl-a3b,ai2thor03007,FloorPlan12,I'm about to start cooking. Please slice all the vegetables in front of you.,0,0,failed_model,Reached maximum step limit (14 steps),14,125542
kimivl-a3b,ai2thor03008,FloorPlan12,I'm about to cook. Please put the egg in the pot.,0,0,failed_model,Model determined task cannot be completed or refused to continue,12,104956
kimivl-a3b,ai2thor03006,FloorPlan12,"I'm full. Now I need to put the bread in the refrigerator, and remember to close the refrigerator door.",0,0,failed_model,Reached maximum step limit (30 steps),30,467468
kimivl-a3b,ai2thor03011,FloorPlan13,"I'm very hungry now, please slice the bread and pick it up.",0,0,failed_model,Model claimed DONE but success conditions not met,2,7683
kimivl-a3b,ai2thor03010,FloorPlan13,I'm hungry. Please put the bread in the microwave and turn it on.,0,0,failed_model,Reached maximum step limit (30 steps),30,512940
kimivl-a3b,ai2thor03004,FloorPlan11,"I need to clean the kitchen. After cleaning the dirty pot, I need to pick it up.",0,0,failed_model,Reached maximum step limit (14 steps),14,135336
kimivl-a3b,ai2thor03012,FloorPlan13,"I'm very hungry now. Please put the egg on my right into the pan, crack it, and cook it.",0,0,failed_model,Model determined task cannot be completed or refused to continue,7,43609
kimivl-a3b,ai2thor03009,FloorPlan12,I'm going to clean the kitchen now. Please clean the dirty mug and cup in front of you and put them in the refrigerator. Remember to close the refrigerator door.,0,0,failed_model,Reached maximum step limit (50 steps),50,1072575
kimivl-a3b,ai2thor03014,FloorPlan13,"I want to cook, please chop all the vegetables in front of me.",0,0,failed_model,Model determined task cannot be completed or refused to continue,13,109848
kimivl-a3b,ai2thor03020,FloorPlan15,"I'm getting ready to tidy up the kitchen. I'm thinking of putting the potato, tomato, and lettuce in the fridge. Remember to close the fridge door.",0,0,failed_model,Model claimed DONE but success conditions not met,14,134240
kimivl-a3b,ai2thor03023,FloorPlan15,I want to tidy up the kitchen. Please put the mug on the countertop and then turn off the coffee machine.,0,0,failed_model,Model claimed DONE but success conditions not met,4,19171
kimivl-a3b,ai2thor03025,FloorPlan20,I need to tidy up the counter now. Please put the soap bottle in front of me on the shelf next to the window.,0,0,failed_model,Model claimed DONE but success conditions not met,5,26314
kimivl-a3b,ai2thor03021,FloorPlan15,"I'm going to start cooking now, please take all the vegetables out of the refrigerator and put them on the counter.",0,0,failed_model,Reached maximum step limit (68 steps),68,1311286
kimivl-a3b,ai2thor03026,FloorPlan20,I think this dish is a bit too bland. Please bring the salt shaker to the table.,0,0,failed_model,Model claimed DONE but success conditions not met,12,96760
kimivl-a3b,ai2thor03024,FloorPlan15,"I want to eat bread. Please slice the bread, put one slice into the toaster, and turn on the toaster.",0,0,failed_model,Model claimed DONE but success conditions not met,23,290755
kimivl-a3b,ai2thor03027,FloorPlan20,I'd like some soup. Please bring me the spoon to the table.,0,0,failed_model,Model claimed DONE but success conditions not met,15,145044
kimivl-a3b,ai2thor03028,FloorPlan20,I'm hungry. Please take the egg out of the refrigerator and put it in a bowl.,0,0,failed_model,Model claimed DONE but success conditions not met,10,83229
kimivl-a3b,ai2thor03030,FloorPlan21,"I'm leaving the kitchen, please turn off all the lights.",0,0,failed_model,Model claimed DONE but success conditions not met,3,12974
kimivl-a3b,ai2thor03031,FloorPlan21,This tomato is rotten. Please throw it in the trash can.,0,0,failed_model,Model claimed DONE but success conditions not met,6,33730
kimivl-a3b,ai2thor03032,FloorPlan21,I'm about to start cooking. Please slice the tomato on the left and put one slice into the pot.,0,0,failed_model,Model claimed DONE but success conditions not met,15,144299
kimivl-a3b,ai2thor03029,FloorPlan20,I'm full. Please put the potato on a plate and then put it in the refrigerator.And remember to close the refrigerator door after putting the plate inside.,0,0,failed_model,Reached maximum step limit (46 steps),46,994240
kimivl-a3b,ai2thor03033,FloorPlan21,"I'm hungry. Please put the potato in the microwave ,close it and turn it on.",0,0,failed_model,Model claimed DONE but success conditions not met,10,73727
kimivl-a3b,ai2thor03034,FloorPlan21,I've cooked the potato. Please remove it from the microwave and place it on a plate. Remember to turn off the microwave.,0,0,failed_model,Model claimed DONE but success conditions not met,8,66810
kimivl-a3b,ai2thor03035,FloorPlan22,I'm going to start cooking now. Please wash the pan and then put the spatula into it.,0,0,failed_model,Reached maximum step limit (20 steps),20,225481
kimivl-a3b,ai2thor03036,FloorPlan22,"I want to slice the green in the refrigerator, then take one slice and put it in the pan, remembering to close the refrigerator door.",0,0,failed_model,Reached maximum step limit (30 steps),30,495556
kimivl-a3b,ai2thor03038,FloorPlan22,"Please put the potato in the refrigerator, and then take the lettuce out of the refrigerator and put it on the counter.Remember to close the fridge.",0,0,failed_model,Model claimed DONE but success conditions not met,25,357084
kimivl-a3b,ai2thor03022,FloorPlan15,I'd like to drink coffee. Please put the mug in the coffee machine and turn it on.,0,0,failed_model,Reached maximum step limit (16 steps),16,243983
kimivl-a3b,ai2thor03042,FloorPlan23,I have washed the spoon and fork; please remove them from the sink and place them on the countertop.,0,0,failed_model,Model claimed DONE but success conditions not met,3,12835
kimivl-a3b,ai2thor03041,FloorPlan23,"Please clean the pan and bowl for me, then turn off the light; I'm getting ready to leave.",0,0,failed_model,Reached maximum step limit (22 steps),22,279455
kimivl-a3b,ai2thor03043,FloorPlan23,The pencil on the table is broken; please throw it in the trash can.,0,0,failed_model,Model claimed DONE but success conditions not met,17,180463
kimivl-a3b,ai2thor03044,FloorPlan23,I forgot to turn off the lights and close the refrigerator door when I left. Please close them.,0,0,failed_model,Model claimed DONE but success conditions not met,7,41473
kimivl-a3b,ai2thor03045,FloorPlan24,"I need to wipe my mouth, please place the tissue roll on the table.",0,0,failed_model,Model claimed DONE but success conditions not met,7,50876
kimivl-a3b,ai2thor03046,FloorPlan24,I'm going to make coffee. Please clean the mug and then put it in the coffee machine.,0,0,failed_model,Model claimed DONE but success conditions not met,17,177085
kimivl-a3b,ai2thor03047,FloorPlan24,I want to eat a potato. Please put the potato in the pot and cook it.,0,0,failed_model,Model determined task cannot be completed or refused to continue,7,43115
kimivl-a3b,ai2thor03050,FloorPlan25,I've washed the apple and lettuce; please take them from the sink to the countertop.,0,0,failed_model,Model claimed DONE but success conditions not met,3,13668
kimivl-a3b,ai2thor03049,FloorPlan24,This soap bottle is empty. Please throw it in the trash can.,0,0,failed_model,Model claimed DONE but success conditions not met,21,269260
kimivl-a3b,ai2thor03051,FloorPlan25,"Please slice the tomato in the refrigerator, put one slice in the pot, and remember to close the refrigerator door.",0,0,failed_model,Reached maximum step limit (40 steps),40,668255
kimivl-a3b,ai2thor03054,FloorPlan25,I'm outside the kitchen. Please bring the bread outside and turn off the kitchen lights.,0,0,failed_model,Reached maximum step limit (32 steps),32,545530
kimivl-a3b,ai2thor03052,FloorPlan25,"I'm hungry. Please slice the potato, put a slice in the pan, and cook it.",0,0,failed_model,Reached maximum step limit (30 steps),30,514381
